source	target
http://www.ncbi.nlm.nih.gov/pubmed/18658109	retsch-bogart gz
http://www.ncbi.nlm.nih.gov/pubmed/18658109	Univ Miami
http://www.ncbi.nlm.nih.gov/pubmed/18658109	"Univ Miami, Coral Gables, FL 33124 USA"
http://www.ncbi.nlm.nih.gov/pubmed/18658109	Univ N Carolina
http://www.ncbi.nlm.nih.gov/pubmed/18658109	"Univ N Carolina, Chapel Hill, NC USA"
http://www.ncbi.nlm.nih.gov/pubmed/18658109	University of Miami
http://www.ncbi.nlm.nih.gov/pubmed/18658109	University of North Carolina
http://www.ncbi.nlm.nih.gov/pubmed/18658109	University of North Carolina Chapel Hill
http://www.ncbi.nlm.nih.gov/pubmed/18722008	armoni s
http://www.ncbi.nlm.nih.gov/pubmed/18722008	aviram m
http://www.ncbi.nlm.nih.gov/pubmed/18722008	Ben Gurion University
http://www.ncbi.nlm.nih.gov/pubmed/18722008	blau h
http://www.ncbi.nlm.nih.gov/pubmed/18722008	Carmel Hosp
http://www.ncbi.nlm.nih.gov/pubmed/18722008	"Carmel Hosp, Haifa, Israel"
http://www.ncbi.nlm.nih.gov/pubmed/18722008	cohen m
http://www.ncbi.nlm.nih.gov/pubmed/18722008	elfring gl
http://www.ncbi.nlm.nih.gov/pubmed/18722008	Hadassah Hebrew Univ Hosp
http://www.ncbi.nlm.nih.gov/pubmed/18722008	"Hadassah Hebrew Univ Hosp, IL-91240 Jerusalem, Israel"
http://www.ncbi.nlm.nih.gov/pubmed/18722008	Hebrew Univ Jerusalem
http://www.ncbi.nlm.nih.gov/pubmed/18722008	"Hebrew Univ Jerusalem, Dept Genet, Inst Life Sci, IL-91904 Jerusalem, Israel"
http://www.ncbi.nlm.nih.gov/pubmed/18722008	Hebrew University of Jerusalem
http://www.ncbi.nlm.nih.gov/pubmed/18722008	hirawat s
http://www.ncbi.nlm.nih.gov/pubmed/18722008	kerem bs
http://www.ncbi.nlm.nih.gov/pubmed/18722008	kerem e
http://www.ncbi.nlm.nih.gov/pubmed/18722008	miller ll
http://www.ncbi.nlm.nih.gov/pubmed/18722008	nissim-rafinia m
http://www.ncbi.nlm.nih.gov/pubmed/18722008	northcutt vj
http://www.ncbi.nlm.nih.gov/pubmed/18722008	PTC Therapeut
http://www.ncbi.nlm.nih.gov/pubmed/18722008	"PTC Therapeut, S Plainfield, NJ USA"
http://www.ncbi.nlm.nih.gov/pubmed/18722008	rivlin j
http://www.ncbi.nlm.nih.gov/pubmed/18722008	Schneider Childrens Hosp
http://www.ncbi.nlm.nih.gov/pubmed/18722008	"Schneider Childrens Hosp, Petah Tiqwa, Israel"
http://www.ncbi.nlm.nih.gov/pubmed/18722008	shoseyov d
http://www.ncbi.nlm.nih.gov/pubmed/18722008	Soroka Med Ctr
http://www.ncbi.nlm.nih.gov/pubmed/18722008	"Soroka Med Ctr, IL-84101 Beer Sheva, Israel"
http://www.ncbi.nlm.nih.gov/pubmed/18722008	wilschanski m
http://www.ncbi.nlm.nih.gov/pubmed/18722008	yaakov y
http://www.ncbi.nlm.nih.gov/pubmed/1884324	HOSP SICK CHILDREN
http://www.ncbi.nlm.nih.gov/pubmed/1884324	"HOSP SICK CHILDREN,DIV CLIN PHARMACOL & TOXICOL,TORONTO M5G 1X8,ONTARIO,CANADA"
http://www.ncbi.nlm.nih.gov/pubmed/1884324	spino m
http://www.ncbi.nlm.nih.gov/pubmed/1884324	UNIV TORONTO
http://www.ncbi.nlm.nih.gov/pubmed/1884324	"UNIV TORONTO,DEPT MED,TORONTO M5S 1A1,ONTARIO,CANADA"
http://www.ncbi.nlm.nih.gov/pubmed/1884324	University of Toronto
http://www.ncbi.nlm.nih.gov/pubmed/1884325	moss rb
http://www.ncbi.nlm.nih.gov/pubmed/1890268	hutcheson ps
http://www.ncbi.nlm.nih.gov/pubmed/1890268	NHLBI NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/1890268	rejent aj
http://www.ncbi.nlm.nih.gov/pubmed/1890268	Saint Louis University
http://www.ncbi.nlm.nih.gov/pubmed/1890268	slavin rg
http://www.ncbi.nlm.nih.gov/pubmed/1890268	ST LOUIS UNIV
http://www.ncbi.nlm.nih.gov/pubmed/1890268	"ST LOUIS UNIV,SCH MED,DEPT PEDIAT,ST LOUIS,MO 63104"
http://www.ncbi.nlm.nih.gov/pubmed/18952504	"Children's Hospital Boston, Division of Respiratory Diseases, Harvard Medical School, Boston, MA 02115, USA. gregory.sawicki@childrens.harvard.edu"
http://www.ncbi.nlm.nih.gov/pubmed/18952504	NHLBI NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/18952504	robinson wm
http://www.ncbi.nlm.nih.gov/pubmed/18952504	sawicki gs
http://www.ncbi.nlm.nih.gov/pubmed/18952504	sellers de
http://www.ncbi.nlm.nih.gov/pubmed/1928965	falcone rc
http://www.ncbi.nlm.nih.gov/pubmed/1928965	giles re
http://www.ncbi.nlm.nih.gov/pubmed/1928965	knee c
http://www.ncbi.nlm.nih.gov/pubmed/1928965	krell rd
http://www.ncbi.nlm.nih.gov/pubmed/1928965	reaves b
http://www.ncbi.nlm.nih.gov/pubmed/1928965	stein rl
http://www.ncbi.nlm.nih.gov/pubmed/1928965	strimpler am
http://www.ncbi.nlm.nih.gov/pubmed/1928965	williams jc
http://www.ncbi.nlm.nih.gov/pubmed/1936222	hodson me
http://www.ncbi.nlm.nih.gov/pubmed/1936222	madden bp
http://www.ncbi.nlm.nih.gov/pubmed/1936222	"National Heart and Lung Institute, Brompton Hospital, London, UK."
http://www.ncbi.nlm.nih.gov/pubmed/1936222	steven mh
http://www.ncbi.nlm.nih.gov/pubmed/1936222	tsang vt
http://www.ncbi.nlm.nih.gov/pubmed/1936222	yacoub mh
http://www.ncbi.nlm.nih.gov/pubmed/19420195	Baylor Coll Med
http://www.ncbi.nlm.nih.gov/pubmed/19420195	"Baylor Coll Med, Houston, TX 77030 USA"
http://www.ncbi.nlm.nih.gov/pubmed/19420195	Baylor College of Medicine
http://www.ncbi.nlm.nih.gov/pubmed/19420195	Children's Medical Research Institute - Australia
http://www.ncbi.nlm.nih.gov/pubmed/19420195	Childrens Hosp
http://www.ncbi.nlm.nih.gov/pubmed/19420195	Childrens Hosp Westmead
http://www.ncbi.nlm.nih.gov/pubmed/19420195	"Childrens Hosp Westmead, Sydney, NSW, Australia"
http://www.ncbi.nlm.nih.gov/pubmed/19420195	"Childrens Hosp, Seattle, WA USA"
http://www.ncbi.nlm.nih.gov/pubmed/19420195	Childrens Hospital & Research Center Oakland
http://www.ncbi.nlm.nih.gov/pubmed/19420195	cooper pj
http://www.ncbi.nlm.nih.gov/pubmed/19420195	gibson rl
http://www.ncbi.nlm.nih.gov/pubmed/19420195	Gilead Sci Inc
http://www.ncbi.nlm.nih.gov/pubmed/19420195	"Gilead Sci Inc, Seattle, WA USA"
http://www.ncbi.nlm.nih.gov/pubmed/19420195	Gilead Sciences
http://www.ncbi.nlm.nih.gov/pubmed/19420195	mccoy ks
http://www.ncbi.nlm.nih.gov/pubmed/19420195	montgomery ab
http://www.ncbi.nlm.nih.gov/pubmed/19420195	NCRR NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/19420195	oermann cm
http://www.ncbi.nlm.nih.gov/pubmed/19420195	Ohio State Univ
http://www.ncbi.nlm.nih.gov/pubmed/19420195	"Ohio State Univ, Columbus, OH 43210 USA"
http://www.ncbi.nlm.nih.gov/pubmed/19420195	Ohio State University
http://www.ncbi.nlm.nih.gov/pubmed/19420195	quittner al
http://www.ncbi.nlm.nih.gov/pubmed/19420195	Reg Med Ctr
http://www.ncbi.nlm.nih.gov/pubmed/19420195	"Reg Med Ctr, Seattle, WA USA"
http://www.ncbi.nlm.nih.gov/pubmed/19420195	retsch-bogart gz
http://www.ncbi.nlm.nih.gov/pubmed/19420195	Univ Miami
http://www.ncbi.nlm.nih.gov/pubmed/19420195	"Univ Miami, Coral Gables, FL 33124 USA"
http://www.ncbi.nlm.nih.gov/pubmed/19420195	Univ N Carolina
http://www.ncbi.nlm.nih.gov/pubmed/19420195	"Univ N Carolina, Dept Pediat, Chapel Hill, NC 27599 USA"
http://www.ncbi.nlm.nih.gov/pubmed/19420195	University of Miami
http://www.ncbi.nlm.nih.gov/pubmed/19420195	University of North Carolina
http://www.ncbi.nlm.nih.gov/pubmed/19420195	University of North Carolina Chapel Hill
http://www.ncbi.nlm.nih.gov/pubmed/19447923	A controlled trial of long-term inhaled hypertonic saline in patients with cystic fibrosis
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Bridging the gap: using triangulation methodology to estimate minimal clinically important differences (MCIDs).
http://www.ncbi.nlm.nih.gov/pubmed/19447923	CHANGES IN THE NORMAL MAXIMAL EXPIRATORY FLOW-VOLUME CURVE WITH GROWTH AND AGING
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Cincinnati Childrens Hosp
http://www.ncbi.nlm.nih.gov/pubmed/19447923	"Cincinnati Childrens Hosp, Med Ctr, Cincinnati, OH USA"
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Clinical trials in cystic fibrosis.
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Cystic fibrosis pulmonary guidelines - Chronic medications for maintenance of lung health
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Defining a pulmonary exacerbation in cystic fibrosis
http://www.ncbi.nlm.nih.gov/pubmed/19447923	DETERMINING A MINIMAL IMPORTANT CHANGE IN A DISEASE-SPECIFIC QUALITY-OF-LIFE QUESTIONNAIRE
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Development and validation of the cystic fibrosis questionnaire in the United States - A health-related quality-of-life measure for cystic fibrosis
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Development of the Cystic Fibrosis Questionnaire (CFQ) for assessing quality of life in pediatric and adult patients
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Efficacy and Safety of Inhaled Aztreonam Lysine for Airway Pseudomonas in Cystic Fibrosis
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Further evidence supporting an SEM-based criterion for identifying meaningful intra-individual changes in health-related quality of life
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Gilead Sci Inc
http://www.ncbi.nlm.nih.gov/pubmed/19447923	"Gilead Sci Inc, Seattle, WA USA"
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Gilead Sciences
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Inhaled Aztreonam Lysine for Chronic Airway Pseudomonas aeruginosa in Cystic Fibrosis
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Intermittent administration of inhaled tobramycin in patients with cystic fibrosis. Cystic Fibrosis Inhaled Tobramycin Study Group.
http://www.ncbi.nlm.nih.gov/pubmed/19447923	JKirihara Consulting Serv
http://www.ncbi.nlm.nih.gov/pubmed/19447923	"JKirihara Consulting Serv, Seattle, WA USA"
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Kelly Otto Consulting
http://www.ncbi.nlm.nih.gov/pubmed/19447923	"Kelly Otto Consulting, Seattle, WA USA"
http://www.ncbi.nlm.nih.gov/pubmed/19447923	kirihara j
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Making sense of quality-of-life data
http://www.ncbi.nlm.nih.gov/pubmed/19447923	MEASUREMENT OF HEALTH-STATUS - ASCERTAINING THE MINIMAL CLINICALLY IMPORTANT DIFFERENCE
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Methods to explain the clinical significance of health status measures
http://www.ncbi.nlm.nih.gov/pubmed/19447923	modi ac
http://www.ncbi.nlm.nih.gov/pubmed/19447923	montgomery ab
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Mucus clearance and lung function in cystic fibrosis with hypertonic saline
http://www.ncbi.nlm.nih.gov/pubmed/19447923	NCRR NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/19447923	On assessing responsiveness of health-related quality of life instruments: Guidelines for instrument evaluation
http://www.ncbi.nlm.nih.gov/pubmed/19447923	otto kl
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Patient-reported outcomes in cystic fibrosis.
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Patient-reported outcomes: Instrument development and selection issues
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Quality of life in children and adolescents with cystic fibrosis: implications for optimizing treatments and clinical trial design.
http://www.ncbi.nlm.nih.gov/pubmed/19447923	quittner al
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Royal Children's Hospital Brisbane
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Royal Childrens Hosp
http://www.ncbi.nlm.nih.gov/pubmed/19447923	"Royal Childrens Hosp, Brisbane, Qld, Australia"
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Univ Cincinnati
http://www.ncbi.nlm.nih.gov/pubmed/19447923	"Univ Cincinnati, Cincinnati, OH USA"
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Univ Miami
http://www.ncbi.nlm.nih.gov/pubmed/19447923	"Univ Miami, Coral Gables, FL 33146 USA"
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Univ Queensland
http://www.ncbi.nlm.nih.gov/pubmed/19447923	"Univ Queensland, Brisbane, Qld, Australia"
http://www.ncbi.nlm.nih.gov/pubmed/19447923	University of Cincinnati
http://www.ncbi.nlm.nih.gov/pubmed/19447923	University of Miami
http://www.ncbi.nlm.nih.gov/pubmed/19447923	University of Queensland
http://www.ncbi.nlm.nih.gov/pubmed/19447923	Validation of a disease-specific measure of health-related quality of life for children with cystic fibrosis
http://www.ncbi.nlm.nih.gov/pubmed/19447923	wainwright ce
http://www.ncbi.nlm.nih.gov/pubmed/1960606	corey m
http://www.ncbi.nlm.nih.gov/pubmed/1960606	durie pr
http://www.ncbi.nlm.nih.gov/pubmed/1960606	fried md
http://www.ncbi.nlm.nih.gov/pubmed/1960606	HOSP SICK CHILDREN
http://www.ncbi.nlm.nih.gov/pubmed/1960606	"HOSP SICK CHILDREN,RES INST,DIV CLIN NUTR,555 UNIV AVE,TORONTO M5G 1X8,ONTARIO,CANADA"
http://www.ncbi.nlm.nih.gov/pubmed/1960606	"HOSP SICK CHILDREN,RES INST,DIV CYST FIBROSIS RES,TORONTO M5G 1X8,ONTARIO,CANADA"
http://www.ncbi.nlm.nih.gov/pubmed/1960606	"HOSP SICK CHILDREN,RES INST,DIV GASTROENTEROL,TORONTO M5G 1X8,ONTARIO,CANADA"
http://www.ncbi.nlm.nih.gov/pubmed/1960606	"HOSP SICK CHILDREN,RES INST,DIV GENET,TORONTO M5G 1X8,ONTARIO,CANADA"
http://www.ncbi.nlm.nih.gov/pubmed/1960606	"HOSP SICK CHILDREN,RES INST,DIV RESP DIS,TORONTO M5G 1X8,ONTARIO,CANADA"
http://www.ncbi.nlm.nih.gov/pubmed/1960606	levison h
http://www.ncbi.nlm.nih.gov/pubmed/1960606	NIDDK NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/1960606	pencharz pb
http://www.ncbi.nlm.nih.gov/pubmed/1960606	tsui lc
http://www.ncbi.nlm.nih.gov/pubmed/1960606	UNIV TORONTO
http://www.ncbi.nlm.nih.gov/pubmed/1960606	"UNIV TORONTO,DEPT MED BIOPHYS,TORONTO M5S 1A1,ONTARIO,CANADA"
http://www.ncbi.nlm.nih.gov/pubmed/1960606	"UNIV TORONTO,DEPT MED GENET,TORONTO M5S 1A1,ONTARIO,CANADA"
http://www.ncbi.nlm.nih.gov/pubmed/1960606	"UNIV TORONTO,DEPT PAEDIAT & NUTR SCI,TORONTO M5S 1A1,ONTARIO,CANADA"
http://www.ncbi.nlm.nih.gov/pubmed/1960606	University of Toronto
http://www.ncbi.nlm.nih.gov/pubmed/19846789	arumugam v
http://www.ncbi.nlm.nih.gov/pubmed/19846789	ashlock ma
http://www.ncbi.nlm.nih.gov/pubmed/19846789	burton b
http://www.ncbi.nlm.nih.gov/pubmed/19846789	cao d
http://www.ncbi.nlm.nih.gov/pubmed/19846789	Cyst Fibrosis Fdn Therapeut Inc
http://www.ncbi.nlm.nih.gov/pubmed/19846789	"Cyst Fibrosis Fdn Therapeut Inc, Bethesda, MD 20814 USA"
http://www.ncbi.nlm.nih.gov/pubmed/19846789	decker c
http://www.ncbi.nlm.nih.gov/pubmed/19846789	frizzell ra
http://www.ncbi.nlm.nih.gov/pubmed/19846789	grootenhuis pdj
http://www.ncbi.nlm.nih.gov/pubmed/19846789	hadida s
http://www.ncbi.nlm.nih.gov/pubmed/19846789	hazlewood a
http://www.ncbi.nlm.nih.gov/pubmed/19846789	joubran j
http://www.ncbi.nlm.nih.gov/pubmed/19846789	mccartney j
http://www.ncbi.nlm.nih.gov/pubmed/19846789	negulescu p
http://www.ncbi.nlm.nih.gov/pubmed/19846789	neuberger t
http://www.ncbi.nlm.nih.gov/pubmed/19846789	olson er
http://www.ncbi.nlm.nih.gov/pubmed/19846789	Pennsylvania Commonwealth System of Higher Education (PCSHE)
http://www.ncbi.nlm.nih.gov/pubmed/19846789	singh a
http://www.ncbi.nlm.nih.gov/pubmed/19846789	Stanford Univ
http://www.ncbi.nlm.nih.gov/pubmed/19846789	"Stanford Univ, Dept Psychol, Cyst Fibrosis Res Lab, Stanford, CA 94305 USA"
http://www.ncbi.nlm.nih.gov/pubmed/19846789	Stanford University
http://www.ncbi.nlm.nih.gov/pubmed/19846789	turnbull a
http://www.ncbi.nlm.nih.gov/pubmed/19846789	Univ Pittsburgh
http://www.ncbi.nlm.nih.gov/pubmed/19846789	"Univ Pittsburgh, Sch Med, Dept Cell Biol & Physiol, Pittsburgh, PA 15261 USA"
http://www.ncbi.nlm.nih.gov/pubmed/19846789	University of Pittsburgh
http://www.ncbi.nlm.nih.gov/pubmed/19846789	van goor f
http://www.ncbi.nlm.nih.gov/pubmed/19846789	Vertex Pharmaceut Inc
http://www.ncbi.nlm.nih.gov/pubmed/19846789	"Vertex Pharmaceut Inc, Cambridge, MA 02139 USA"
http://www.ncbi.nlm.nih.gov/pubmed/19846789	"Vertex Pharmaceut Inc, San Diego, CA 92121 USA"
http://www.ncbi.nlm.nih.gov/pubmed/19846789	wine jj
http://www.ncbi.nlm.nih.gov/pubmed/19846789	yang j
http://www.ncbi.nlm.nih.gov/pubmed/19846789	young c
http://www.ncbi.nlm.nih.gov/pubmed/19846789	zhou jl
http://www.ncbi.nlm.nih.gov/pubmed/1987537	eigen h
http://www.ncbi.nlm.nih.gov/pubmed/1987537	INDIANA UNIV
http://www.ncbi.nlm.nih.gov/pubmed/1987537	"INDIANA UNIV,SCH MED,INDIANAPOLIS,IN 46202"
http://www.ncbi.nlm.nih.gov/pubmed/1987537	Indiana University
http://www.ncbi.nlm.nih.gov/pubmed/1987537	JOHNS HOPKINS UNIV
http://www.ncbi.nlm.nih.gov/pubmed/1987537	"JOHNS HOPKINS UNIV,SCH MED,DEPT PEDIAT,BALTIMORE,MD 21205"
http://www.ncbi.nlm.nih.gov/pubmed/1987537	Johns Hopkins University
http://www.ncbi.nlm.nih.gov/pubmed/1987537	rosenstein bj
http://www.ncbi.nlm.nih.gov/pubmed/2001060	bang km
http://www.ncbi.nlm.nih.gov/pubmed/2001060	hankinson jl
http://www.ncbi.nlm.nih.gov/pubmed/2001060	NATL CTR HLTH STAT
http://www.ncbi.nlm.nih.gov/pubmed/2001060	"NATL CTR HLTH STAT,DIV HLTH EXAM STAT,HYATTSVILLE,MD 20782"
http://www.ncbi.nlm.nih.gov/pubmed/2010380	babb tg
http://www.ncbi.nlm.nih.gov/pubmed/2010380	hurley b
http://www.ncbi.nlm.nih.gov/pubmed/2010380	"Methodist Hospital, Baylor College of Medicine, Houston, Texas 77030."
http://www.ncbi.nlm.nih.gov/pubmed/2010380	NHLBI NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/2010380	rodarte jr
http://www.ncbi.nlm.nih.gov/pubmed/2010380	staats b
http://www.ncbi.nlm.nih.gov/pubmed/2010380	viggiano r
http://www.ncbi.nlm.nih.gov/pubmed/2019162	baumgardner ra
http://www.ncbi.nlm.nih.gov/pubmed/2019162	eggleston pa
http://www.ncbi.nlm.nih.gov/pubmed/2019162	JOHNS HOPKINS UNIV
http://www.ncbi.nlm.nih.gov/pubmed/2019162	"JOHNS HOPKINS UNIV,SCH MED,DEPT NEUROL,BALTIMORE,MD 21205"
http://www.ncbi.nlm.nih.gov/pubmed/2019162	"JOHNS HOPKINS UNIV,SCH MED,DEPT PEDIAT,BALTIMORE,MD 21205"
http://www.ncbi.nlm.nih.gov/pubmed/2019162	Johns Hopkins University
http://www.ncbi.nlm.nih.gov/pubmed/2019162	mellits ed
http://www.ncbi.nlm.nih.gov/pubmed/2019162	NHLBI NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/2019162	NIAID NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/2019162	rosenstein bj
http://www.ncbi.nlm.nih.gov/pubmed/2019162	stackhouse cm
http://www.ncbi.nlm.nih.gov/pubmed/2028437	"Heart-lung Transplant Research Unit, Papworth Hospital, Cambridge."
http://www.ncbi.nlm.nih.gov/pubmed/2028437	higenbottam t
http://www.ncbi.nlm.nih.gov/pubmed/2028437	scott j
http://www.ncbi.nlm.nih.gov/pubmed/2028437	smyth rl
http://www.ncbi.nlm.nih.gov/pubmed/2028437	wallwork j
http://www.ncbi.nlm.nih.gov/pubmed/2028789	beattie f
http://www.ncbi.nlm.nih.gov/pubmed/2028789	oneill d
http://www.ncbi.nlm.nih.gov/pubmed/2028789	redmond aob
http://www.ncbi.nlm.nih.gov/pubmed/2028789	ROYAL BELFAST HOSP SICK CHILDREN
http://www.ncbi.nlm.nih.gov/pubmed/2028789	"ROYAL BELFAST HOSP SICK CHILDREN,BELFAST,NORTH IRELAND"
http://www.ncbi.nlm.nih.gov/pubmed/2028789	steen hj
http://www.ncbi.nlm.nih.gov/pubmed/2030925	brady ms
http://www.ncbi.nlm.nih.gov/pubmed/2030925	eigen h
http://www.ncbi.nlm.nih.gov/pubmed/2030925	INDIANA UNIV
http://www.ncbi.nlm.nih.gov/pubmed/2030925	"INDIANA UNIV,JAMES WHITCOMB RILEY HOSP CHILDREN,DEPT MED GENET,INDIANAPOLIS,IN 46223"
http://www.ncbi.nlm.nih.gov/pubmed/2030925	"INDIANA UNIV,JAMES WHITCOMB RILEY HOSP CHILDREN,DEPT PULMONOL,INDIANAPOLIS,IN 46223"
http://www.ncbi.nlm.nih.gov/pubmed/2030925	Indiana University
http://www.ncbi.nlm.nih.gov/pubmed/2030925	NCRR NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/2030925	rickard k
http://www.ncbi.nlm.nih.gov/pubmed/2030925	yu pl
http://www.ncbi.nlm.nih.gov/pubmed/2040934	CASE WESTERN RESERVE UNIV
http://www.ncbi.nlm.nih.gov/pubmed/2040934	"CASE WESTERN RESERVE UNIV,SCH MED,DEPT MED,CLEVELAND,OH 44106"
http://www.ncbi.nlm.nih.gov/pubmed/2040934	"CASE WESTERN RESERVE UNIV,SCH MED,DEPT PEDIAT,CLEVELAND,OH 44106"
http://www.ncbi.nlm.nih.gov/pubmed/2040934	"CASE WESTERN RESERVE UNIV,SCH MED,DEPT PHARMACOL,CLEVELAND,OH 44106"
http://www.ncbi.nlm.nih.gov/pubmed/2040934	Case Western Reserve University
http://www.ncbi.nlm.nih.gov/pubmed/2040934	chai bl
http://www.ncbi.nlm.nih.gov/pubmed/2040934	davis pb
http://www.ncbi.nlm.nih.gov/pubmed/2040934	hoppel cl
http://www.ncbi.nlm.nih.gov/pubmed/2040934	konstan mw
http://www.ncbi.nlm.nih.gov/pubmed/2040934	NCRR NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/2040934	NHLBI NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/2040934	NIDDK NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/20442386	anstead m
http://www.ncbi.nlm.nih.gov/pubmed/20442386	burns jl
http://www.ncbi.nlm.nih.gov/pubmed/20442386	"Columbia University, Department of Pediatrics, 650 W 168th St, PH 4 West, Room 420, New York, NY 10032, USA. ls5@columbia.edu"
http://www.ncbi.nlm.nih.gov/pubmed/20442386	goss ch
http://www.ncbi.nlm.nih.gov/pubmed/20442386	hocevar-trnka j
